stage,in_tok,out_tok,USD,EUR,secs
meta,37495,46,0.0057,0.0052,4.734
common_params,37561,47,0.0057,0.0052,6.347
cylindrical_params,37187,16,0.0056,0.0051,3.169
TOTAL,,,,0.0155,14.25
WALL,,,,,14.262
