stage,in_tok,out_tok,USD,EUR,secs
meta,37495,31,0.0056,0.0052,3.763
common_params,37561,68,0.0057,0.0052,3.599
cylindrical_params,37191,18,0.0056,0.0051,5.011
TOTAL,,,,0.0155,12.373
WALL,,,,,12.384
