stage,in_tok,out_tok,USD,EUR,secs
meta,37495,31,0.0056,0.0052,5.461
common_params,37561,64,0.0057,0.0052,4.77
cylindrical_params,37187,18,0.0056,0.0051,5.528
TOTAL,,,,0.0155,15.759
WALL,,,,,15.768
