stage,in_tok,out_tok,USD,EUR,secs
meta,37495,31,0.0056,0.0052,6.956
common_params,37561,43,0.0057,0.0052,6.136
cylindrical_params,37187,16,0.0056,0.0051,5.308
TOTAL,,,,0.0155,18.4
WALL,,,,,18.421
