stage,in_tok,out_tok,USD,EUR,secs
meta,37495,44,0.0057,0.0052,2.725
common_params,37561,45,0.0057,0.0052,31.059
cylindrical_params,37187,18,0.0056,0.0051,2.754
TOTAL,,,,0.0155,36.538
WALL,,,,,36.553
