stage,in_tok,out_tok,USD,EUR,secs
meta,37495,31,0.0056,0.0052,4.857
common_params,37561,66,0.0057,0.0052,4.902
cylindrical_params,37187,16,0.0056,0.0051,2.938
TOTAL,,,,0.0155,12.697
WALL,,,,,12.706
