stage,in_tok,out_tok,USD,EUR,secs
meta,26161,31,0.0039,0.0036,4.598
common_params,26227,47,0.004,0.0036,4.706
cylindrical_params,25853,18,0.0039,0.0036,3.571
TOTAL,,,,0.0108,12.875
WALL,,,,,12.892
