stage,in_tok,out_tok,USD,EUR,secs
meta,37495,31,0.0056,0.0052,3.478
common_params,37561,62,0.0057,0.0052,4.712
cylindrical_params,37187,18,0.0056,0.0051,4.472
TOTAL,,,,0.0155,12.662
WALL,,,,,12.671
