stage,in_tok,out_tok,USD,EUR,secs
meta,37495,31,0.0056,0.0052,2.757
common_params,37561,49,0.0057,0.0052,5.118
cylindrical_params,37187,20,0.0056,0.0051,4.095
TOTAL,,,,0.0155,11.97
WALL,,,,,11.984
