stage,in_tok,out_tok,USD,EUR,secs
meta,37495,44,0.0057,0.0052,4.64
common_params,37561,62,0.0057,0.0052,6.834
cylindrical_params,37187,18,0.0056,0.0051,3.17
TOTAL,,,,0.0155,14.644
WALL,,,,,14.655
