stage,in_tok,out_tok,USD,EUR,secs
meta,37721,31,0.0057,0.0052,8.653
common_params,37897,45,0.0056,0.0052,6.949
cylindrical_params,37273,18,0.0056,0.0052,7.03
TOTAL,,,,0.0156,22.632
WALL,,,,,22.653
