stage,in_tok,out_tok,USD,EUR,secs
meta,37721,44,0.0057,0.0052,3.785
common_params,37897,45,0.0057,0.0053,4.625
cylindrical_params,37273,20,0.0056,0.0052,3.556
TOTAL,,,,0.0157,11.966
WALL,,,,,11.978
