stage,in_tok,out_tok,USD,EUR,secs
meta,37721,31,0.0057,0.0052,3.288
common_params,37897,62,0.0056,0.0052,4.745
cylindrical_params,37273,20,0.0056,0.0052,4.117
TOTAL,,,,0.0156,12.15
WALL,,,,,12.159
