stage,in_tok,out_tok,USD,EUR,secs
meta,37721,44,0.0057,0.0052,2.832
common_params,37897,47,0.0056,0.0052,3.665
cylindrical_params,37273,20,0.0056,0.0052,3.432
TOTAL,,,,0.0156,9.929
WALL,,,,,9.939
