stage,in_tok,out_tok,USD,EUR,secs
meta,37721,44,0.0057,0.0052,5.332
common_params,37897,66,0.0056,0.0052,6.644
cylindrical_params,37273,20,0.0056,0.0052,4.827
TOTAL,,,,0.0156,16.803
WALL,,,,,16.815
