stage,in_tok,out_tok,USD,EUR,secs
meta,37721,31,0.0057,0.0052,5.78
common_params,37897,45,0.0057,0.0053,3.666
cylindrical_params,37273,18,0.0056,0.0052,4.368
TOTAL,,,,0.0157,13.814
WALL,,,,,13.827
