stage,in_tok,out_tok,USD,EUR,secs
meta,37721,44,0.0057,0.0052,4.274
common_params,37897,66,0.0056,0.0052,5.234
cylindrical_params,37273,18,0.0056,0.0052,3.546
TOTAL,,,,0.0156,13.054
WALL,,,,,13.065
