stage,in_tok,out_tok,USD,EUR,secs
meta,37721,44,0.0057,0.0052,2.663
common_params,37897,66,0.0057,0.0053,3.321
cylindrical_params,37273,20,0.0056,0.0052,3.434
TOTAL,,,,0.0157,9.418
WALL,,,,,9.426
