stage,in_tok,out_tok,USD,EUR,secs
meta,2514,870,0.0005,0.0004,12.989
common_params,2539,2870,0.0013,0.0012,25.9
biconical_params,2597,2757,0.0012,0.0011,25.499
TOTAL,,,,0.0027,64.388
WALL,,,,,64.402
