stage,in_tok,out_tok,USD,EUR,secs
meta,2478,1256,0.0006,0.0006,18.629
common_params,2503,1524,0.0007,0.0007,19.15
cylindrical_params,2374,1244,0.0006,0.0006,19.569
TOTAL,,,,0.0019,57.348
WALL,,,,,57.363
