stage,in_tok,out_tok,USD,EUR,secs
meta,2478,1255,0.0006,0.0006,18.421
common_params,2503,1716,0.0008,0.0007,20.833
cylindrical_params,2374,1440,0.0007,0.0006,24.032
TOTAL,,,,0.0019,63.286
WALL,,,,,63.298
