stage,in_tok,out_tok,USD,EUR,secs
meta,2514,3045,0.0013,0.0012,28.294
common_params,2539,2548,0.0011,0.0011,24.944
cylindrical_params,2410,1952,0.0009,0.0008,20.074
TOTAL,,,,0.0031,73.312
WALL,,,,,73.325
