stage,in_tok,out_tok,USD,EUR,secs
meta,2478,1961,0.0009,0.0008,19.89
common_params,2503,4282,0.0018,0.0017,36.977
cylindrical_params,2374,1694,0.0008,0.0007,17.493
TOTAL,,,,0.0032,74.36
WALL,,,,,74.369
