stage,in_tok,out_tok,USD,EUR,secs
meta,2478,1320,0.0007,0.0006,18.619
common_params,2503,3836,0.0017,0.0015,32.71
cylindrical_params,2374,1310,0.0006,0.0006,15.924
TOTAL,,,,0.0027,67.253
WALL,,,,,67.262
