stage,in_tok,out_tok,USD,EUR,secs
meta,2427,551,0.0017,0.0016,13.611
common_params,2493,886,0.0024,0.0022,15.768
cylindrical_params,2119,286,0.0011,0.001,8.803
TOTAL,,,,0.0048,38.182
WALL,,,,,38.195
