stage,in_tok,out_tok,USD,EUR,secs
meta,2427,489,0.0016,0.0015,8.602
common_params,2493,760,0.0021,0.002,10.646
cylindrical_params,2119,350,0.0012,0.0011,8.084
TOTAL,,,,0.0046,27.332
WALL,,,,,27.339
