stage,in_tok,out_tok,USD,EUR,secs
meta,2427,425,0.0015,0.0013,14.632
common_params,2493,566,0.0018,0.0016,14.434
cylindrical_params,2119,798,0.0021,0.002,13.718
TOTAL,,,,0.0049,42.784
WALL,,,,,42.804
