stage,in_tok,out_tok,USD,EUR,secs
meta,1815,361,0.0012,0.0011,8.288
common_params,1881,1016,0.0025,0.0023,17.913
cylindrical_params,1507,926,0.0022,0.0021,12.904
TOTAL,,,,0.0055,39.105
WALL,,,,,39.12
