stage,in_tok,out_tok,USD,EUR,secs
meta,2208,1065,0.0027,0.0025,15.659
common_params,2274,1460,0.0035,0.0032,20.478
cylindrical_params,1900,350,0.0012,0.0011,7.574
TOTAL,,,,0.0068,43.711
WALL,,,,,43.724
