stage,in_tok,out_tok,USD,EUR,secs
meta,2427,423,0.0015,0.0013,10.845
common_params,2493,372,0.0014,0.0013,8.295
cylindrical_params,2119,990,0.0025,0.0023,19.965
TOTAL,,,,0.0049,39.105
WALL,,,,,39.118
