stage,in_tok,out_tok,USD,EUR,secs
meta,1036,32,0.0029,0.0027,2.909
common_params,1061,45,0.0031,0.0029,3.065
cylindrical_params,932,24,0.0026,0.0024,5.112
TOTAL,,,,0.008,11.086
WALL,,,,,11.097
