stage,in_tok,out_tok,USD,EUR,secs
meta,1376,34,0.0038,0.0035,3.624
common_params,1401,47,0.004,0.0037,3.755
cylindrical_params,1272,24,0.0034,0.0031,2.553
TOTAL,,,,0.0103,9.932
WALL,,,,,9.942
