stage,in_tok,out_tok,USD,EUR,secs
meta,1376,33,0.0038,0.0035,10.032
common_params,1401,49,0.004,0.0037,4.466
cylindrical_params,1272,16,0.0033,0.0031,3.525
TOTAL,,,,0.0103,18.023
WALL,,,,,18.034
