stage,in_tok,out_tok,USD,EUR,secs
meta,1991,33,0.0053,0.0049,3.484
common_params,2167,45,0.0059,0.0054,4.337
cylindrical_params,1543,22,0.0041,0.0038,2.837
TOTAL,,,,0.0141,10.658
WALL,,,,,10.676
