stage,in_tok,out_tok,USD,EUR,secs
meta,1991,31,0.0053,0.0049,6.055
common_params,2167,47,0.0059,0.0054,7.597
cylindrical_params,1543,24,0.0041,0.0038,4.914
TOTAL,,,,0.0141,18.566
WALL,,,,,18.582
