stage,in_tok,out_tok,USD,EUR,secs
meta,1991,32,0.0053,0.0049,10.429
common_params,2167,47,0.0046,0.0042,4.397
cylindrical_params,1543,24,0.0041,0.0038,3.542
TOTAL,,,,0.0129,18.368
WALL,,,,,18.381
