stage,in_tok,out_tok,USD,EUR,secs
meta,1651,34,0.0045,0.0041,8.135
common_params,1827,47,0.0038,0.0035,4.619
cylindrical_params,1203,24,0.0032,0.003,12.985
TOTAL,,,,0.0106,25.739
WALL,,,,,25.76
