stage,in_tok,out_tok,USD,EUR,secs
meta,1651,31,0.0044,0.0041,5.33
common_params,1827,47,0.0038,0.0035,5.677
cylindrical_params,1203,24,0.0032,0.003,5.204
TOTAL,,,,0.0106,16.211
WALL,,,,,16.228
