stage,in_tok,out_tok,USD,EUR,secs
meta,1991,32,0.0053,0.0049,6.347
common_params,2167,47,0.0059,0.0054,6.015
cylindrical_params,1543,20,0.0041,0.0037,4.976
TOTAL,,,,0.014,17.338
WALL,,,,,17.359
