stage,in_tok,out_tok,USD,EUR,secs
meta,1651,31,0.0044,0.0041,5.122
common_params,1827,47,0.0038,0.0035,5.414
biconical_params,1800,66,0.0052,0.0047,5.938
TOTAL,,,,0.0123,16.474
WALL,,,,,16.488
