stage,in_tok,out_tok,USD,EUR,secs
meta,1991,32,0.0053,0.0049,4.742
common_params,2167,45,0.0059,0.0054,4.571
cylindrical_params,1543,24,0.0041,0.0038,3.251
TOTAL,,,,0.0141,12.564
WALL,,,,,12.577
