stage,in_tok,out_tok,USD,EUR,secs
meta,1991,31,0.0053,0.0049,17.764
common_params,2167,47,0.0046,0.0042,6.301
cylindrical_params,1543,24,0.0041,0.0038,3.256
TOTAL,,,,0.0129,27.321
WALL,,,,,27.334
