stage,in_tok,out_tok,USD,EUR,secs
meta,1991,32,0.0053,0.0049,5.097
common_params,2167,47,0.0046,0.0042,4.246
cylindrical_params,1543,22,0.0041,0.0038,7.526
TOTAL,,,,0.0129,16.869
WALL,,,,,16.886
