stage,in_tok,out_tok,USD,EUR,secs
meta,37106,46,0.0056,0.0051,3.132
common_params,37131,66,0.0055,0.0051,3.789
cylindrical_params,37002,20,0.0056,0.0051,3.869
TOTAL,,,,0.0153,10.79
WALL,,,,,10.798
