stage,in_tok,out_tok,USD,EUR,secs
meta,37106,44,0.0056,0.0051,4.91
common_params,37131,64,0.0056,0.0052,5.729
cylindrical_params,37002,20,0.0056,0.0051,3.712
TOTAL,,,,0.0154,14.351
WALL,,,,,14.36
