stage,in_tok,out_tok,USD,EUR,secs
meta,37106,31,0.0056,0.0051,4.994
common_params,37131,66,0.0056,0.0052,5.988
cylindrical_params,37002,20,0.0056,0.0051,3.376
TOTAL,,,,0.0154,14.358
WALL,,,,,14.367
