stage,in_tok,out_tok,USD,EUR,secs
meta,2595,1512,0.0007,0.0007,13.712
common_params,2661,2804,0.0013,0.0012,27.725
cylindrical_params,2287,1118,0.0006,0.0005,10.771
TOTAL,,,,0.0024,52.208
WALL,,,,,52.224
