stage,in_tok,out_tok,USD,EUR,secs
meta,1530,1959,0.0009,0.0008,15.555
common_params,1596,3512,0.0015,0.0014,36.759
cylindrical_params,1222,1118,0.0005,0.0005,9.42
TOTAL,,,,0.0027,61.734
WALL,,,,,61.745
