stage,in_tok,out_tok,USD,EUR,secs
meta,2868,2407,0.0011,0.001,22.013
common_params,2934,5625,0.0024,0.0022,41.777
cylindrical_params,2560,1310,0.0007,0.0006,10.746
TOTAL,,,,0.0038,74.536
WALL,,,,,74.549
