stage,in_tok,out_tok,USD,EUR,secs
meta,2868,2343,0.0011,0.001,25.489
common_params,2934,1782,0.0009,0.0008,14.639
cylindrical_params,2560,1505,0.0007,0.0007,14.744
TOTAL,,,,0.0025,54.872
WALL,,,,,54.888
