stage,in_tok,out_tok,USD,EUR,secs
meta,1795,1126,0.0135,0.0124,30.406
common_params,1971,2614,0.0286,0.0263,36.47
cylindrical_params,1347,2400,0.0257,0.0236,33.686
TOTAL,,,,0.0623,100.562
WALL,,,,,100.58
