stage,in_tok,out_tok,USD,EUR,secs
meta,1515,743,0.0093,0.0086,10.675
common_params,1691,1592,0.0169,0.0155,19.407
cylindrical_params,1067,672,0.0081,0.0074,10.842
TOTAL,,,,0.0315,40.924
WALL,,,,,40.935
