stage,in_tok,out_tok,USD,EUR,secs
meta,1795,935,0.0116,0.0107,22.639
common_params,1971,9334,0.0958,0.0881,183.01
cylindrical_params,1347,1760,0.0193,0.0177,39.023
TOTAL,,,,0.1165,244.672
WALL,,,,,244.69
