stage,in_tok,out_tok,USD,EUR,secs
meta,1515,1832,0.0202,0.0186,33.534
common_params,1691,3446,0.0366,0.0336,56.746
cylindrical_params,1067,800,0.0093,0.0086,13.617
TOTAL,,,,0.0608,103.897
WALL,,,,,103.91
