stage,in_tok,out_tok,USD,EUR,secs
meta,1942,359,0.0012,0.0011,9.752
common_params,2118,1526,0.0036,0.0033,21.86
cylindrical_params,1494,224,0.0008,0.0008,6.015
TOTAL,,,,0.0052,37.627
WALL,,,,,37.639
