stage,in_tok,out_tok,USD,EUR,secs
meta,2134,553,0.0016,0.0015,12.523
common_params,2310,888,0.0024,0.0022,19.088
cylindrical_params,1686,224,0.0009,0.0008,6.875
TOTAL,,,,0.0045,38.486
WALL,,,,,38.562
