stage,in_tok,out_tok,USD,EUR,secs
meta,2434,937,0.0025,0.0023,19.08
common_params,2610,1206,0.0031,0.0028,27.712
cylindrical_params,1986,288,0.0011,0.001,8.526
TOTAL,,,,0.0061,55.318
WALL,,,,,55.339
