stage,in_tok,out_tok,USD,EUR,secs
meta,2691,297,0.0013,0.0012,7.612
common_params,2867,1206,0.0031,0.0029,28.475
cylindrical_params,2243,416,0.0014,0.0013,9.744
TOTAL,,,,0.0054,45.831
WALL,,,,,45.847
