stage,in_tok,out_tok,USD,EUR,secs
meta,2691,233,0.0011,0.001,6.671
common_params,2867,1080,0.0029,0.0026,18.28
cylindrical_params,2243,544,0.0016,0.0015,14.429
TOTAL,,,,0.0051,39.38
WALL,,,,,39.396
