stage,in_tok,out_tok,USD,EUR,secs
meta,3094,1573,0.0008,0.0007,15.35
common_params,3270,3000,0.0014,0.0013,27.687
cylindrical_params,2646,2659,0.0012,0.0011,21.806
TOTAL,,,,0.0031,64.843
WALL,,,,,64.859
