stage,in_tok,out_tok,USD,EUR,secs
meta,3094,2791,0.0013,0.0012,22.566
common_params,3270,5563,0.0024,0.0022,41.297
cylindrical_params,2646,1184,0.0006,0.0006,11.407
TOTAL,,,,0.004,75.27
WALL,,,,,75.286
