stage,in_tok,out_tok,USD,EUR,secs
meta,3094,1767,0.0009,0.0008,15.435
common_params,3270,4794,0.0021,0.0019,37.118
cylindrical_params,2646,2656,0.0012,0.0011,22.482
TOTAL,,,,0.0038,75.035
WALL,,,,,75.054
