stage,in_tok,out_tok,USD,EUR,secs
meta,2821,2861,0.0013,0.0012,28.565
common_params,2997,3508,0.0016,0.0014,35.53
cylindrical_params,2373,1504,0.0007,0.0007,14.673
TOTAL,,,,0.0033,78.768
WALL,,,,,78.788
