stage,in_tok,out_tok,USD,EUR,secs
meta,3094,1064,0.0006,0.0005,12.446
common_params,3270,2936,0.0013,0.0012,24.471
cylindrical_params,2646,1312,0.0007,0.0006,11.712
TOTAL,,,,0.0023,48.629
WALL,,,,,48.645
